Artist,Collection,Track Name,Track ID,Track URL,Release Date,Genre,Track Price,Currency
The Beatles,Rubber Soul,Drive My Car,1441164364,https://music.apple.com/us/album/drive-my-car/1441164359?i=1441164364&uo=4,1965-12-03T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Wild Honey Pie,1441133624,https://music.apple.com/us/album/wild-honey-pie/1441133180?i=1441133624&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),The Beatles,1441134703,https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,2019-05-22T07:00:00Z,Pop,1.99,USD
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),Good Morning Good Morning,1573251683,https://music.apple.com/us/album/good-morning-good-morning-remix/1573250333?i=1573251683&uo=4,1967-05-26T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Savoy Truffle,1441134470,https://music.apple.com/us/album/savoy-truffle/1441133180?i=1441134470&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),Fixing A Hole,1573250884,https://music.apple.com/us/album/fixing-a-hole-remix/1573250333?i=1573250884&uo=4,1967-05-26T12:00:00Z,Rock,1.29,USD
The Beatles,Rubber Soul,Nowhere Man,1441164614,https://music.apple.com/us/album/nowhere-man/1441164359?i=1441164614&uo=4,1965-12-03T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1962-1966 (The Red Album),In My Life,1441134004,https://music.apple.com/us/album/in-my-life/1441132965?i=1441134004&uo=4,1965-12-03T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Piggies,1441133850,https://music.apple.com/us/album/piggies/1441133180?i=1441133850&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),A Day In the Life,1441133270,https://music.apple.com/us/album/a-day-in-the-life/1441133100?i=1441133270&uo=4,1973-04-19T12:00:00Z,Rock,1.29,USD
The Beatles,Rubber Soul,I'm Looking Through You,1441164821,https://music.apple.com/us/album/im-looking-through-you/1441164359?i=1441164821&uo=4,1965-12-03T12:00:00Z,Pop,1.29,USD
The Beatles,Rubber Soul,Michelle,1441164629,https://music.apple.com/us/album/michelle/1441164359?i=1441164629&uo=4,1965-12-03T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),The Continuing Story of Bungalow Bill,1441133634,https://music.apple.com/us/album/the-continuing-story-of-bungalow-bill/1441133180?i=1441133634&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),The Fool On the Hill,1441133274,https://music.apple.com/us/album/the-fool-on-the-hill/1441133100?i=1441133274&uo=4,1967-11-27T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),The Long and Winding Road,1441133507,https://music.apple.com/us/album/the-long-and-winding-road/1441133100?i=1441133507&uo=4,1970-05-08T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),While My Guitar Gently Weeps,1441133281,https://music.apple.com/us/album/while-my-guitar-gently-weeps/1441133100?i=1441133281&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1962-1966 (The Red Album),Yesterday,1441133496,https://music.apple.com/us/album/yesterday/1441132965?i=1441133496&uo=4,1965-08-06T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Revolution 9,1441134482,https://music.apple.com/us/album/revolution-9/1441133180?i=1441134482&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,Revolver,"Here, There and Everywhere",1441164817,https://music.apple.com/us/album/here-there-and-everywhere/1441164670?i=1441164817&uo=4,1966-08-05T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),The Ballad of John and Yoko,1441133287,https://music.apple.com/us/album/the-ballad-of-john-and-yoko/1441133100?i=1441133287&uo=4,1969-05-30T12:00:00Z,Rock,1.29,USD
